Year,ESD,District,School,K-12 Total Enrollment,Do teacher librarians have a role in supporting technology integration in your building?,"Number of Classrooms (including portables used as classrooms, labs, and library)",Number of classrooms with wired or wireless  Internet access,Does this building have a Wide-Area Network (WAN) link to your district office ?,Less than 10 MB,10-99 MB,100-999 MB,1 GB or higher,Does your building provide wireless access to the Internet?,One classroom or meeting room only?,"More than one classroom or meeting room, but not building-wide?",Central areas throughout building (but not one WAP/classroom)?,The entire building?,Number of assistive/adaptive technology devices for dedicated use by students with an IEP or 504 :,Number of Students with School-(or District) Provided E-mail Accounts,"Do you have one or more grades in your school that have a one-to-one initiative (e.g., laptops, tablets, netbooks)?","If yes, please describe:","If yes, are students allowed to take devices home?", List other district-owned wireless handheld devices that you make available for instructional use:,Number of Instructional Laptops,Number of Instructional Desktops,Number of Instructional Netbooks,Number of Instructional Tablets,Number of Instructional Thin Clients,Number of Windows XP OS,Number of Windows 7 OS,Number of Windows8/8.1 OS,Number of Windows 10 OS,Number of Other Windows OS,Number of Linux OS,Number of Mac OS X 10.4 or lower,Number of Mac OS X 10.5 or higher,Number of iOS,Number of Android,Number of Google Chrome,Devices with screen resolution less than 1024 x 768,Devices with screen resolution 1024 x 768 or higher,Devices with screen size less than 9.5 inch,Devices with screen size 10 inch or larger,Devices with RAM less than 1 GB,Devices with RAM 1 GB or higher,Number of multimedia projectors:,"Number of digital media receivers (e.g., Apple TV):",Number of flat panel displays used for displaying teacher lessons (32 inches or larger):,Number of document cameras:,"Number of whole classroom interactive devices (i.e., SMARTBoards, Promethean, Hitachi, etc.)","Number of mobile and wireless interactive slates or tablets (for example, Mobi, Airliners, iPad):","Number of student response systems (number of sets, not individual responder units):",Number of learning environments that provide a classroom amplification system,DistrictWANspeed,SchoolWirelessScope
2017,121,Tumwater School District,New Market Skills Center,66,0,22,22,1,0,0,0,1,1,0,1,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2017,121,Tumwater School District,Peter G Schmidt Elementary,663,1,27,27,1,0,0,0,1,1,0,0,0,1,0,665,1,working toward 2-5 one to one chromebook,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,441,88,0,151,0,0,0,0,93,0,0,0,0,151,0,436,0,680,0,680,0,680,33,2,0,31,0,0,0,0,,
2017,121,Tumwater School District,Secondary Options,140,1,3,3,1,0,0,0,1,1,0,0,0,1,0,102,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,52,8,0,6,0,0,0,0,11,0,0,0,0,6,0,49,0,66,0,66,0,66,3,0,0,2,0,0,0,0,,
2017,121,Tumwater School District,Tumwater High School,1250,1,61,61,1,0,0,0,1,1,0,0,0,1,0,1253,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,689,340,0,97,0,0,0,0,448,0,0,0,0,97,0,581,0,1126,0,1126,0,1126,62,0,0,37,3,0,0,0,,
2017,112,Vancouver School District,Vancouver Home Connection,214,0,12,12,1,0,0,0,1,1,0,0,0,1,0,782,0,,0,,97,103,0,125,0,0,200,0,0,0,0,0,0,125,0,0,0,325,125,200,0,325,13,0,0,18,18,0,0,3,,
2017,121,Tumwater School District,Tumwater Hill Elementary,473,1,26,26,1,0,0,0,1,1,0,0,0,1,0,447,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,319,64,0,115,0,0,0,0,69,0,0,0,0,115,0,314,0,498,0,498,0,498,30,0,0,26,0,0,0,0,,
2017,113,Tumwater School District,Tumwater Middle School,482,1,30,30,1,0,0,0,1,1,0,0,0,1,0,562,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,491,142,0,52,0,0,0,0,174,0,0,0,0,52,0,459,0,685,0,685,0,685,27,0,0,23,0,0,0,0,,
2017,113,Union Gap School District,Union Gap School,637,0,40,40,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,iPads,0,157,0,62,0,0,157,0,0,0,0,0,0,62,0,0,0,219,0,219,0,219,40,1,0,40,2,6,12,40,,
2017,113,University Place School District,Chambers Elementary,488,0,29,29,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,64,45,0,74,0,0,45,0,64,0,0,0,0,10,0,64,0,183,10,173,0,183,30,0,0,33,28,0,2,0,,
2017,113,University Place School District,Curtis Junior High,946,0,46,46,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,67,187,0,133,0,0,190,0,129,0,0,0,0,4,0,64,0,387,4,383,0,387,46,0,0,46,47,1,2,0,,
2017,113,University Place School District,Curtis Senior High,1476,0,64,64,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,131,353,0,132,0,0,420,0,128,0,0,0,0,4,0,64,0,616,4,612,0,616,73,0,0,66,62,73,8,0,,
2017,113,University Place School District,Drum Intermediate,619,0,33,33,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,96,68,0,96,0,0,68,0,96,0,0,0,0,0,0,96,0,260,0,260,0,260,40,0,0,41,35,0,3,0,,
2017,113,University Place School District,Evergreen Primary,500,0,29,29,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,64,40,0,68,0,0,40,0,64,0,0,0,0,4,0,64,0,172,4,168,4,168,33,0,0,28,27,0,2,24,,
2017,113,University Place School District,Narrows View Intermediate,686,0,36,36,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,96,64,0,97,0,0,64,0,96,0,0,0,0,1,0,96,0,257,1,256,0,257,36,0,0,36,32,0,2,0,,
2017,113,University Place School District,Sunset Primary,410,0,26,26,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,64,55,0,68,0,0,55,0,64,0,0,0,0,4,0,64,0,187,4,183,0,187,26,0,0,29,24,0,2,0,,
2017,113,University Place School District,University Place Primary,521,0,31,31,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,123,51,0,68,0,0,110,0,64,0,0,0,0,4,0,64,0,242,4,238,0,242,36,0,0,35,33,0,2,25,,
2017,113,Valley School District,Paideia High School,61,0,9,9,0,0,0,0,0,1,0,0,0,1,0,61,1,one-to-one laptops for all students,0,,76,0,4,0,0,0,80,0,0,0,0,0,0,0,0,0,4,76,0,80,0,80,7,0,0,0,7,0,0,0,,
2017,113,Valley School District,Valley School,208,1,18,18,0,0,0,0,0,1,0,0,0,1,2,178,0,,0,,0,50,30,57,62,0,142,0,0,0,0,0,0,57,0,0,0,199,0,199,0,199,18,0,0,17,17,1,1,1,,
2017,105,Vancouver School District,Alki Middle School,686,1,42,42,1,0,0,0,1,1,0,0,0,1,0,686,1,One-to-one iPads,1,,33,208,0,680,0,2,239,0,0,0,0,0,0,680,0,0,0,921,680,241,2,919,20,0,0,37,41,0,0,0,,
2017,121,Vancouver School District,Benjamin Franklin Elementary,374,1,22,22,1,0,0,0,1,1,0,0,0,1,0,57,1,G5 one-to-one iPads,1,,65,70,0,57,0,0,135,0,0,0,0,0,0,57,0,0,0,192,57,135,0,192,6,0,0,20,18,0,0,10,,
2017,121,Vancouver School District,Chinook Elementary School,718,1,42,42,1,0,0,0,1,1,0,0,0,1,0,116,1,G5 one-to-one iPad,1,,177,95,0,130,0,0,272,0,0,0,0,0,0,130,0,0,0,402,130,272,0,402,13,0,0,37,38,0,0,17,,
2017,121,Vancouver School District,Columbia River High,1221,1,56,56,1,0,0,0,1,1,0,0,0,1,1,1221,1,one-to-one student ipads,1,,110,342,0,1129,0,1,388,0,0,0,0,0,63,1129,0,0,1,1580,1129,452,1,1580,26,0,0,54,44,0,0,0,,
2017,121,Vancouver School District,Discovery Middle School,660,1,37,37,1,0,0,0,1,1,0,0,0,1,2,646,1,One-to-one iPads,1,,33,211,0,631,0,0,244,0,0,0,0,0,0,631,0,0,0,875,631,244,0,875,19,0,0,37,40,0,0,0,,
2017,121,Vancouver School District,Dwight D Eisenhower Elementary,566,1,31,31,1,0,0,0,1,1,0,0,0,1,0,108,1,G5 one-to-one iPads,1,,93,76,0,106,0,0,169,0,0,0,0,0,0,106,0,0,0,275,106,169,0,275,24,0,0,38,29,0,2,18,,
2017,121,Vancouver School District,Felida Elementary School,694,1,35,35,1,0,0,0,1,1,0,0,0,1,0,121,1,G5 one-to-one iPads,1,,110,78,0,119,0,0,188,0,0,0,0,0,0,119,0,0,0,307,119,188,0,307,13,0,0,32,34,0,0,18,,
2017,121,Vancouver School District,Fir Grove Childrens Center,58,0,9,9,1,0,0,0,1,1,0,0,0,1,1,73,1,one-to-one ipads,0,,3,42,0,66,0,0,45,0,0,0,0,0,0,66,0,0,0,111,66,45,0,111,10,0,0,12,11,0,8,2,,
2017,121,Vancouver School District,Fort Vancouver High School,1541,1,75,75,1,0,0,0,1,1,0,0,0,1,2,1528,1,one to one ipads,0,,124,282,0,1332,0,0,399,0,0,0,0,0,7,1332,0,0,0,1738,1332,406,0,1738,49,0,0,72,70,10,3,0,,
2017,101,Vancouver School District,Fruit Valley Elementary School,288,1,17,17,1,0,0,0,1,1,0,0,0,1,0,56,1,G5 one-to-one iPads,1,,108,91,0,58,0,0,199,0,0,0,0,0,0,58,0,0,0,257,58,199,0,257,12,0,0,18,13,0,0,9,,
2017,101,Vancouver School District,Gaiser Middle School,892,1,49,49,1,0,0,0,1,1,0,0,0,1,3,876,1,One-to-one iPads,1,,33,235,0,861,0,0,228,0,0,0,0,0,40,861,0,0,0,1129,861,268,0,1129,22,0,0,53,51,0,0,0,,
2017,112,Vancouver School District,Gate Program,30,0,1,1,1,0,0,0,1,1,0,0,0,1,0,30,1,one-to-one iPads,1,,14,0,0,30,0,0,14,0,0,0,0,0,0,30,0,0,0,44,30,14,0,44,0,0,0,1,1,0,0,0,,
2017,112,Vancouver School District,George C Marshall Elementary,401,1,27,27,1,0,0,0,1,1,0,0,0,1,0,70,1,G5 one-to-one iPads,1,,148,67,0,62,0,0,215,0,0,0,0,0,0,62,0,0,0,277,62,215,0,277,13,0,0,27,26,0,0,14,,
2017,112,Vancouver School District,Harney Elementary School,683,1,33,33,1,0,0,0,1,1,0,0,0,1,0,112,1,G5 one-to-one iPads,1,,121,103,0,111,0,5,219,0,0,0,0,0,0,111,0,0,5,330,111,224,5,330,20,0,0,41,32,7,2,20,,
2017,112,Vancouver School District,Harry S Truman Elementary School,573,1,28,28,1,0,0,0,1,1,0,0,0,1,0,105,1,G5 one-to-one iPads,1,,111,98,0,107,0,0,209,0,0,0,0,0,0,107,0,0,0,316,107,209,0,316,32,0,0,32,38,0,0,12,,
2017,112,Vancouver School District,Hazel Dell Elementary School,487,1,29,29,1,0,0,0,1,1,0,0,0,1,0,92,1,G5 one-to-one iPads,1,,157,72,0,90,0,0,229,0,0,0,0,0,0,90,0,0,0,319,90,229,0,319,26,0,0,25,32,7,1,16,,
2017,112,Vancouver School District,Hough Elementary School,315,1,24,24,1,0,0,0,1,1,0,0,0,1,1,53,1,G5 one-to-one iPads,1,,58,66,0,53,0,0,124,0,0,0,0,0,0,53,0,0,0,177,53,124,0,177,15,0,0,21,25,0,0,12,,
2017,112,Vancouver School District,Hudson's Bay High School,1308,1,62,62,1,0,0,0,1,1,0,0,0,1,2,1307,1,one-to-one ipads,1,,89,380,0,1135,0,0,400,0,0,0,0,0,69,1135,0,0,0,1604,1135,469,0,1604,30,0,0,56,57,45,0,0,,
2017,112,Vancouver School District,Jason Lee Middle School,667,1,42,42,1,0,0,0,1,1,0,0,0,1,2,663,1,one-to-one iPads,1,,154,256,0,646,0,1,368,0,0,0,0,0,41,646,0,0,1,1055,646,410,1,1055,40,0,0,35,39,0,0,0,,
2017,112,Vancouver School District,Jefferson Middle School,829,1,43,43,1,0,0,0,1,1,0,0,0,1,0,838,1,One-to-one iPads,1,,55,250,0,822,0,0,273,0,0,0,0,0,32,822,0,0,0,1127,822,305,0,1127,29,0,0,42,47,0,0,0,,
2017,112,Vancouver School District,Lake Shore Elementary,425,1,29,29,1,0,0,0,1,1,0,0,0,1,0,85,1,G5 one-to-one iPads,1,,100,71,0,83,0,0,171,0,0,0,0,0,0,83,0,0,0,254,83,171,0,254,12,0,0,29,30,0,0,15,,
2017,112,Vancouver School District,Lewis and Clark High School,86,1,9,9,1,0,0,0,1,1,0,0,0,1,0,95,1,One-to-One laptops,1,,114,13,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,127,0,127,0,127,7,0,0,7,6,0,0,2,,
2017,112,Vancouver School District,Lincoln Elementary School,404,1,29,29,1,0,0,0,1,1,0,0,0,1,0,67,1,G5 one-to-one iPads,1,,108,90,0,78,0,4,194,0,0,0,0,0,0,78,0,0,4,272,82,194,4,272,12,0,0,32,22,8,0,16,,
2017,112,Vancouver School District,Martin Luther King Elementary,492,1,34,34,1,0,0,0,1,1,0,0,0,1,0,75,1,G5 one-to-one iPads,1,,189,65,0,77,0,0,254,0,0,0,0,0,0,77,0,0,0,331,77,254,0,331,6,0,0,30,29,0,0,12,,
2017,112,Vancouver School District,Mcloughlin Middle School,997,1,47,47,1,0,0,0,1,1,0,0,0,1,3,971,1,One-to-one iPads,1,,34,201,0,934,0,0,235,0,0,0,0,0,0,934,0,0,0,1169,934,235,0,1169,32,2,0,49,40,0,0,1,,
2017,112,Vancouver School District,Minnehaha Elementary School,544,1,30,30,1,0,0,0,1,1,0,0,0,1,1,81,1,G5 one-to-one iPads,1,,110,66,0,89,0,5,171,0,0,0,0,0,0,89,0,0,5,260,94,171,5,260,13,0,0,30,28,0,0,17,,
2017,112,Vancouver School District,Peter S Ogden Elementary,552,1,31,31,1,0,0,0,1,1,0,0,0,1,2,88,1,G5 one-to-one iPads,1,,114,63,0,86,0,0,177,0,0,0,0,0,0,86,0,0,0,263,86,177,0,263,7,0,0,32,33,0,0,16,,
2017,112,Vancouver School District,Roosevelt Elementary School,641,1,39,39,1,0,0,0,1,1,0,0,0,1,0,95,1,G5 one-to-one iPads,1,,213,120,0,104,0,0,333,0,0,0,0,0,0,104,0,0,0,437,104,333,0,437,16,0,0,45,38,1,0,16,,
2017,112,Vancouver School District,Sacajawea Elementary School,412,1,24,24,1,0,0,0,1,1,0,0,0,1,0,61,1,G5 one-to-one iPads,1,,72,71,0,59,0,1,142,0,0,0,0,0,0,59,0,0,1,201,59,143,1,201,13,0,0,29,26,0,2,12,,
2017,121,Waitsburg School District,Preston Hall Middle School,57,0,6,6,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39,5,0,0,4,0,0,0,0,,
2017,112,Vancouver School District,Salmon Creek Elementary,509,1,32,32,1,0,0,0,1,1,0,0,0,1,0,74,1,G5 one-to-one iPads,1,,78,82,0,72,0,0,160,0,0,0,0,0,0,72,0,0,0,232,72,160,0,232,17,0,0,27,30,0,2,19,,
2017,112,Vancouver School District,Sarah J Anderson Elementary,791,1,42,42,1,0,0,0,1,1,0,0,0,1,0,119,1,G5 one-to-one iPads,1,,188,98,0,126,0,1,285,0,0,0,0,0,0,126,0,0,1,411,127,285,1,411,22,0,0,37,34,0,0,20,,
2017,112,Vancouver School District,Skyview High School,1963,1,74,74,1,0,0,0,1,1,0,0,0,1,0,2003,1,one-to-one iPads,1,,93,245,0,1812,0,4,289,0,0,0,0,0,45,1812,0,0,4,2146,1812,338,4,2146,59,0,0,74,47,5,0,2,,
2017,112,Vancouver School District,Vancouver iTech Preparatory,366,0,16,16,1,0,0,0,1,1,0,0,0,1,0,364,1,one to one laptops,1,,518,0,0,42,0,0,518,0,0,0,0,0,0,42,0,0,0,560,42,518,0,560,0,0,0,17,17,16,0,12,,
2017,112,Vancouver School District,Vancouver School of Arts and Academics,590,1,32,32,1,0,0,0,1,1,0,0,0,1,0,593,1,one-to-one iPads,1,,58,190,0,587,0,10,157,0,0,0,0,0,81,587,0,0,10,825,587,248,10,825,32,0,0,35,21,22,4,0,,
2017,112,Vancouver School District,Vancouver Virtual Learning Academy,434,0,3,3,1,0,0,0,1,1,0,0,0,1,0,162,0,,0,,25,14,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39,0,0,0,3,3,0,0,0,,
2017,112,Vancouver School District,Walnut Grove Elementary,755,1,40,40,1,0,0,0,1,1,0,0,0,1,1,127,1,G5 one-to-one iPads,1,,225,65,0,126,0,0,290,0,0,0,0,0,0,126,0,0,0,416,126,290,0,416,20,0,0,37,30,0,0,19,,
2017,112,Vancouver School District,Washington Elementary,354,1,25,25,1,0,0,0,1,1,0,0,0,1,0,54,1,G5 one-to-one iPads,1,,120,140,0,55,0,0,260,0,0,0,0,0,0,55,0,0,0,315,55,260,0,315,8,0,0,29,22,0,0,11,,
2017,112,Vashon Island School District,Chautauqua Elementary,551,1,31,31,1,0,0,0,1,1,0,0,0,1,17,0,0,,0,"IPAD, Kindle Fire",376,30,0,32,0,0,30,0,0,0,0,0,0,17,15,376,0,438,32,406,0,438,31,0,1,31,31,32,0,31,,
2017,112,Vashon Island School District,Family Link,48,0,4,4,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,30,3,0,0,0,0,3,0,0,0,0,0,0,0,0,30,0,33,0,33,0,33,0,0,0,4,3,0,0,0,,
2017,112,Vashon Island School District,McMurray Middle School,401,1,23,23,1,0,0,0,1,1,0,0,0,1,1,174,0,,0,20 Kindle fire,404,66,0,20,0,0,36,0,0,0,0,0,0,0,20,434,0,490,20,470,0,490,0,0,0,23,23,0,0,23,,
2017,112,Vashon Island School District,Student Link,23,0,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,10,0,10,0,10,0,0,0,0,2,0,0,2,,
2017,112,Vashon Island School District,Vashon Island High School,593,0,28,28,1,0,0,0,1,1,0,0,0,1,10,620,0,,0,,691,42,0,10,0,0,0,0,0,0,0,0,42,10,0,691,0,743,0,743,0,743,0,0,0,28,28,0,0,28,,
2017,112,WA State Center for Childhood Deafness and Hearing Loss,Washington State School for the Deaf,92,1,10,10,1,0,1,0,0,1,0,0,1,0,0,110,1,mall group one to one Ipad,0,,25,87,0,55,0,0,20,0,0,0,0,0,92,43,0,12,0,167,43,124,55,112,25,0,0,25,25,0,0,0,,
2017,112,Wahkiakum School District,Julius A Wendt Elementary/John C Thomas Middle School,315,1,24,24,1,0,0,1,0,1,0,0,0,1,1,289,0,,0,,240,36,0,0,0,0,0,36,0,0,0,0,0,0,0,240,0,276,0,276,0,276,0,0,0,18,18,0,0,18,,
2017,112,Wahkiakum School District,Wahkiakum High School,123,1,14,14,1,0,0,1,0,1,0,0,0,1,1,112,1,"Grades 9-12 have optional 1:1 takehome program utilizing Chromebooks (Toshiba CB30-B3121, HP Chromebook 14 G4)",1,,150,50,0,0,0,0,0,36,14,0,0,0,0,0,0,150,0,200,0,200,0,200,0,0,0,9,9,0,0,12,,
2017,112,Wahluke School District,Mattawa Elementary,384,0,33,33,1,0,0,0,1,1,0,0,0,1,0,0,1,Apple Grant,0,,0,30,0,356,0,0,30,0,0,0,0,0,0,356,0,0,0,386,0,386,0,386,33,33,0,20,8,33,1,1,,
2017,112,Wahluke School District,Morris Schott Elementary,264,0,16,16,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,35,0,349,0,0,35,0,0,0,0,0,0,349,0,0,0,384,0,384,0,384,16,16,0,16,4,16,0,0,,
2017,121,Wahluke School District,Saddle Mountain Elementary,504,0,33,33,1,0,0,0,1,1,0,0,0,1,0,0,1,Apple Grant,0,,0,35,0,575,0,0,35,0,0,0,0,0,0,575,0,0,0,610,0,610,0,610,33,33,0,33,9,33,1,1,,
2017,121,Wahluke School District,Sentinel Tech Alt School,39,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,1,1,0,1,1,1,0,0,,
2017,121,Wahluke School District,Wahluke High School,551,0,33,33,1,0,0,0,1,1,0,0,0,1,1,545,1,Apple Grant,0,,0,90,0,545,0,0,90,0,0,0,0,0,0,545,0,0,0,635,0,635,0,635,33,33,0,25,1,33,0,0,,
2017,121,Wahluke School District,Wahluke Junior High,557,0,21,21,1,0,0,0,1,1,0,0,0,1,0,0,1,Apple Grant,0,,0,60,0,547,0,0,60,0,0,0,0,0,0,547,0,0,0,607,0,607,0,607,21,21,0,18,1,21,0,0,,
2017,112,Waitsburg School District,Waitsburg Elementary School,126,0,13,13,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,9,36,60,6,0,0,45,0,0,0,0,0,0,0,6,60,6,105,66,45,6,105,7,0,0,7,2,66,0,0,,
2017,112,Waitsburg School District,Waitsburg High School,115,0,13,13,1,0,0,0,1,1,0,0,0,1,0,114,0,,0,,33,41,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,74,0,74,0,74,10,1,1,5,3,2,1,0,,
2017,105,Walla Walla Public Schools,Alternative Education Program,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,,0,We have AEP students but do not house or facilitate those classes.  AEP is a Walla Walla Community College program.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2017,105,Walla Walla Public Schools,Berney Elementary School,418,1,29,29,1,0,0,0,1,1,0,0,1,0,1,434,0,,0,,150,30,0,0,18,0,30,0,0,0,0,0,0,0,0,168,0,198,0,198,0,198,24,0,0,24,6,4,7,9,,
2017,105,Walla Walla Public Schools,Blue Ridge Elementary,313,1,23,23,1,0,0,0,1,1,0,0,1,0,3,315,0,,0,,126,30,0,0,18,0,30,0,0,0,0,0,0,0,0,144,0,174,0,174,0,174,23,0,0,23,1,6,4,7,,
2017,105,Walla Walla Public Schools,Edison Elementary School - Walla Walla,426,1,26,26,1,0,0,0,1,1,0,0,0,1,2,417,0,,0,,97,30,60,0,0,0,90,0,0,0,0,0,0,0,0,97,60,127,60,127,0,187,28,0,0,26,28,40,23,21,,
2017,105,Walla Walla Public Schools,Garrison Middle School,592,1,43,43,1,0,0,0,1,1,0,0,0,1,5,587,0,,0,,540,48,0,0,0,0,48,0,0,0,0,0,0,0,0,540,0,588,0,588,0,588,35,0,0,30,2,2,8,8,,
2017,105,Walla Walla Public Schools,Green Park Elementary School,433,1,31,31,1,0,0,0,1,1,0,0,1,0,1,437,0,,0,,150,30,0,0,14,0,30,0,0,0,0,0,0,0,0,164,0,194,0,194,0,194,26,0,0,24,7,0,4,6,,
2017,105,Walla Walla Public Schools,Lincoln High School,196,0,18,18,1,0,0,0,1,1,0,0,1,0,0,195,0,,0,none,80,46,0,0,0,0,46,0,0,0,0,0,0,0,0,80,0,126,0,126,0,126,17,0,0,15,0,0,3,0,,
2017,123,Walla Walla Public Schools,Pioneer Middle School,678,1,41,41,1,0,0,0,1,1,0,0,0,1,1,676,0,,0,,458,50,0,0,24,0,50,0,0,0,0,0,0,0,0,482,0,532,0,532,0,532,40,0,0,48,2,11,8,10,,
2017,123,Walla Walla Public Schools,Prospect Point Elementary,442,1,27,27,1,0,0,0,1,1,0,0,1,0,0,452,0,,0,,150,0,0,30,76,0,0,0,0,0,0,0,0,30,0,226,0,256,30,226,30,226,23,0,0,23,11,9,18,1,,
2017,123,Walla Walla Public Schools,SE AREA TECHNICAL SKILLS CENTER,,0,5,5,1,0,0,0,1,1,0,0,0,1,0,81,0,,0,,42,60,0,2,0,0,60,0,0,0,0,0,0,2,0,42,0,104,0,104,0,104,5,1,0,5,5,2,0,0,,
2017,123,Walla Walla Public Schools,Sharpstein Elementary School,435,1,26,26,1,0,0,0,1,1,0,0,0,1,1,435,0,,0,,153,30,0,0,45,0,30,0,0,0,0,0,0,0,0,198,0,228,0,228,0,228,30,0,0,25,30,25,18,6,,
2017,123,Walla Walla Public Schools,Walla Walla High School,1727,1,99,99,1,0,0,0,1,1,0,0,1,0,4,1567,0,,1,,704,325,0,90,42,0,325,0,0,0,0,0,0,90,0,746,0,1161,0,1161,0,1161,99,0,0,99,20,12,6,6,,
2017,123,Wapato School District,Adams Elementary,310,1,19,19,1,0,0,0,1,1,0,0,0,1,10,290,0,,0,,180,26,0,10,0,0,60,0,26,0,0,0,0,10,0,120,0,216,60,156,0,216,22,4,0,22,0,25,0,0,,
2017,123,Wapato School District,Camas Elementary,657,1,30,30,1,0,0,0,1,1,0,0,0,1,0,679,0,,0,,330,30,0,0,0,0,90,0,30,0,0,0,0,0,0,240,0,360,0,360,0,360,25,0,0,23,2,1,4,0,,
2017,123,Wapato School District,Pace Alternative High School,59,0,12,12,1,0,0,0,1,1,0,0,0,1,0,76,0,,0,,84,45,0,0,0,0,51,0,9,0,0,0,0,0,0,69,0,129,0,129,0,129,7,0,0,7,1,0,0,0,,
2017,123,Wapato School District,Satus Elementary,665,1,35,35,1,0,0,0,1,1,0,0,0,1,10,695,0,,0,,384,25,0,0,0,0,90,0,25,24,0,0,0,0,0,270,0,409,0,409,0,409,24,0,1,24,2,2,4,0,,
2017,123,Wapato School District,Wapato High School,826,1,33,33,1,0,0,0,1,1,0,0,0,1,8,795,0,,0,,351,330,0,20,0,0,330,0,15,0,0,0,11,0,0,345,0,701,0,701,0,701,30,4,0,40,23,15,0,3,,
2017,123,Wapato School District,Wapato Middle School,787,1,51,51,1,0,0,0,1,1,0,0,0,1,4,799,0,,0,,485,85,0,0,0,0,165,0,85,0,0,0,0,0,0,320,0,570,0,570,0,570,51,51,1,51,1,55,6,1,,
2017,123,Warden School District,Warden Elementary,466,1,29,29,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,245,163,0,18,0,0,19,0,389,0,0,0,0,18,0,0,0,426,0,426,18,408,29,0,0,28,28,1,2,1,,
2017,123,Warden School District,Warden High School,295,1,20,20,1,0,0,0,1,1,0,0,0,1,1,320,0,,0,,96,129,0,8,0,0,9,0,216,0,0,0,0,8,0,0,0,233,0,233,8,225,20,1,0,20,18,2,1,0,,
2017,123,Warden School District,Warden Middle School,203,1,12,12,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,159,80,4,5,0,6,9,0,228,0,0,0,0,5,0,0,0,248,0,248,5,243,12,0,0,12,5,5,1,1,,
2017,123,Washougal School District,Canyon Creek Middle School,232,0,18,18,1,0,0,0,1,1,0,0,0,1,0,234,1,All students have an iPad assigned to them,1,,12,31,0,234,0,0,0,0,0,0,0,0,43,234,0,0,0,277,234,43,0,277,6,12,6,12,4,17,3,0,,
2017,105,Washougal School District,Cape Horn Skye Elementary,403,0,21,21,1,0,0,0,1,1,0,0,0,1,0,216,1,3-5 grade students have an iPad,0,,0,50,0,234,0,0,0,0,0,0,0,0,50,234,0,0,0,284,234,50,0,284,12,10,8,19,1,16,0,18,,
2017,105,Washougal School District,Excelsior High School,57,0,1,1,1,0,0,0,1,1,0,0,0,1,0,46,1,All students have a Chromebook issued to them.,1,,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,46,0,46,0,0,0,0,0,0,0,0,,
2017,105,Washougal School District,Gause Elementary,615,0,30,30,1,0,0,0,1,1,0,0,0,1,0,317,1,iPads in 3rd-5th grade classrooms,0,,0,90,0,363,0,0,0,0,0,0,0,0,90,363,0,0,0,453,363,90,0,453,14,15,13,22,0,9,0,30,,
2017,105,Washougal School District,Hathaway Elementary,418,0,28,28,1,0,0,0,1,1,0,0,0,1,0,214,1,Grade 3-5 have iPad 1:1,0,,0,40,0,253,0,0,0,0,0,0,0,0,40,253,0,0,0,293,253,40,0,293,14,11,9,22,1,20,0,19,,
2017,105,Washougal School District,Jemtegaard Middle School,522,0,24,24,1,0,0,0,1,1,0,0,0,1,0,529,1,All students have an iPad assigned to them in a 1:1,1,,0,68,0,525,0,0,0,0,0,0,0,0,68,525,0,0,0,593,525,68,0,593,3,23,23,16,0,23,1,0,,
